Application_ID,Age,Gender,State,Residence_Type,Monthly_Income,Employment_Status,Education_Level,Family_Members,Disability_Status,Application_Date,Eligibility_Score,Application_Status,Subsidy_Amount,level,state_ut,schemeCategory,benefit_type,benefit_amount_per_year,min_age,max_age,income_limit,social_category,gender_target,course_level,application_mode,scheme_name,details,documents_required,tags
GOV-10835,49,Non-Binary,California,Urban,2254.41,Student,Tertiary,3,Yes,03-01-25,27,Approved,1200,State,California,Social Welfare,Scholarship,57000,10,47,500000,SC,Male,UG,Offline,Gov Assistance Scheme - 806,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10836,83,Male,California,Urban,2923.07,Private Sector,Tertiary,7,Yes,29-12-25,1,Approved,0,Central,All India,Education & Learning,Subsidy,55000,20,44,800000,EWS,Any,Higher Secondary,Offline,Gov Assistance Scheme - 205,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10837,25,Non-Binary,Texas,Rural,2451.69,Public Sector,Primary,2,No,23-11-25,2,Rejected,0,Central,All India,Housing,Scholarship,68000,19,36,800000,EWS,Any,UG,Online+Offline,Gov Assistance Scheme - 321,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10838,25,Non-Binary,New York,Urban,3433.17,Student,Primary,2,Yes,22-04-25,23,Rejected,2500,State,New York,Healthcare,Stipend,58000,5,64,300000,ST,Non-Binary,School,Offline,Gov Assistance Scheme - 756,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10839,32,Non-Binary,New York,Urban,3730.46,Private Sector,Tertiary,7,Yes,28-05-25,2,Under Review,500,Central,All India,Agriculture,Subsidy,29000,13,48,200000,Any,Female,Vocational,Online+Offline,Gov Assistance Scheme - 555,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10840,62,Male,Florida,Rural,722.19,Unemployed,Secondary,7,Yes,25-09-25,87,Approved,2500,Central,All India,Healthcare,Subsidy,11000,24,49,800000,Any,Any,Vocational,Online+Offline,Gov Assistance Scheme - 774,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10841,27,Female,Illinois,Rural,2681.01,Self-Employed,,8,Yes,14-05-25,21,Approved,500,State,Illinois,Healthcare,Direct Benefit Transfer,31000,14,74,500000,Any,Male,UG,Offline,Gov Assistance Scheme - 143,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10842,47,Male,New York,Rural,2436.9,Private Sector,Secondary,3,Yes,29-05-25,75,Approved,0,State,New York,Agriculture,Subsidy,88000,5,56,800000,Any,Female,Diploma,Online+Offline,Gov Assistance Scheme - 747,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10843,40,Female,New York,Urban,2878.98,Public Sector,Primary,8,No,14-01-25,61,Rejected,2500,State,New York,Agriculture,Stipend,32000,8,68,300000,OBC,Male,UG,Online+Offline,Gov Assistance Scheme - 515,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10844,19,Female,Florida,Urban,4407.63,Public Sector,Primary,7,No,24-12-25,27,Pending,2500,Central,All India,Housing,Scholarship,32000,7,65,500000,General,Any,UG,Online+Offline,Gov Assistance Scheme - 676,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10845,79,Non-Binary,Florida,Rural,2005.24,Student,Tertiary,3,No,31-10-25,57,Approved,0,Central,All India,Social Welfare,Subsidy,60000,5,48,300000,ST,Female,Vocational,Offline,Gov Assistance Scheme - 818,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10846,30,Non-Binary,Florida,Rural,404.39,Private Sector,Secondary,1,No,15-11-25,59,Rejected,500,State,Florida,Skill Development,Direct Benefit Transfer,29000,10,63,800000,EWS,Male,Vocational,Offline,Gov Assistance Scheme - 447,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10847,19,Female,Illinois,Rural,2575.47,Public Sector,,8,Yes,19-01-25,4,Rejected,0,Central,All India,Housing,Stipend,76000,6,37,200000,OBC,Female,Diploma,Online,Gov Assistance Scheme - 787,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10848,83,Non-Binary,Illinois,Urban,2048.66,Self-Employed,Primary,4,No,09-07-25,43,Under Review,500,Central,All India,Healthcare,Grant,48000,0,61,800000,ST,Non-Binary,School,Online+Offline,Gov Assistance Scheme - 965,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10849,56,Non-Binary,Florida,Rural,4186.74,Student,Secondary,4,No,26-07-25,83,Rejected,2500,Central,All India,Social Welfare,Stipend,40000,4,66,300000,OBC,Female,PG,Offline,Gov Assistance Scheme - 937,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10850,63,Non-Binary,Florida,Urban,2695.77,Public Sector,Secondary,6,No,04-10-25,37,Pending,0,Central,All India,Skill Development,Grant,85000,14,79,300000,General,Female,School,Online+Offline,Gov Assistance Scheme - 297,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10851,81,Male,Texas,Rural,4744.38,Public Sector,Tertiary,8,No,03-06-25,83,Under Review,500,State,Texas,Healthcare,Subsidy,6000,19,62,800000,General,Male,Higher Secondary,Online+Offline,Gov Assistance Scheme - 524,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10852,41,Male,California,Rural,1441.9,Private Sector,Primary,7,Yes,02-07-25,85,Rejected,0,State,California,Education & Learning,Direct Benefit Transfer,57000,16,70,800000,EWS,Male,PG,Offline,Gov Assistance Scheme - 390,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10853,43,Male,Florida,Urban,3306.89,Private Sector,Secondary,8,No,12-10-25,93,Rejected,1200,Central,All India,Social Welfare,Stipend,24000,18,71,300000,Any,Male,Vocational,Offline,Gov Assistance Scheme - 666,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10854,81,Non-Binary,Texas,Urban,1123.88,Self-Employed,Secondary,1,Yes,26-06-25,83,Under Review,2500,State,Texas,Agriculture,Subsidy,99000,12,47,200000,Any,Female,Vocational,Online,Gov Assistance Scheme - 721,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10855,70,Female,Florida,Rural,2234.83,Student,Secondary,2,No,15-02-25,45,Approved,0,Central,All India,Healthcare,Stipend,77000,25,80,800000,Any,Male,School,Online,Gov Assistance Scheme - 475,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10856,30,Male,California,Urban,2902.98,Self-Employed,Secondary,8,Yes,10-08-25,79,Approved,0,Central,All India,Education & Learning,Scholarship,30000,7,55,200000,General,Non-Binary,UG,Online,Gov Assistance Scheme - 621,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10857,37,Male,Illinois,Urban,38.3,Unemployed,Primary,3,No,07-12-25,2,Under Review,0,Central,All India,Housing,Direct Benefit Transfer,61000,4,31,200000,ST,Non-Binary,UG,Offline,Gov Assistance Scheme - 726,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10858,67,Non-Binary,California,Urban,2611.85,Student,Tertiary,4,Yes,11-08-25,15,Approved,1200,State,California,Education & Learning,Scholarship,28000,21,57,300000,ST,Male,Vocational,Offline,Gov Assistance Scheme - 297,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10859,52,Male,New York,Rural,323.29,Self-Employed,,8,No,13-12-25,37,Approved,0,State,New York,Healthcare,Direct Benefit Transfer,84000,23,63,500000,OBC,Female,UG,Offline,Gov Assistance Scheme - 720,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10860,62,Non-Binary,California,Rural,838.06,Unemployed,,3,No,10-01-25,24,Pending,2500,State,California,Agriculture,Subsidy,43000,17,44,200000,Any,Non-Binary,School,Online+Offline,Gov Assistance Scheme - 457,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10861,67,Female,Illinois,Urban,1086.74,Public Sector,Tertiary,3,Yes,27-01-25,76,Rejected,1200,State,Illinois,Healthcare,Stipend,91000,24,32,800000,EWS,Female,School,Offline,Gov Assistance Scheme - 512,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10862,69,Male,New York,Urban,3330.53,Self-Employed,Primary,1,No,25-06-25,2,Under Review,0,State,New York,Healthcare,Scholarship,74000,7,59,800000,SC,Male,PG,Offline,Gov Assistance Scheme - 790,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10863,42,Non-Binary,California,Urban,3778.68,Public Sector,Secondary,7,Yes,24-02-25,73,Rejected,0,Central,All India,Healthcare,Grant,84000,16,39,200000,SC,Female,Vocational,Online+Offline,Gov Assistance Scheme - 929,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10864,82,Female,California,Urban,491.5,Student,Secondary,8,No,30-03-25,44,Approved,0,State,California,Housing,Grant,73000,11,43,500000,Any,Non-Binary,Vocational,Online+Offline,Gov Assistance Scheme - 430,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10865,26,Male,Florida,Rural,157.92,Public Sector,Secondary,2,Yes,02-11-25,46,Rejected,0,Central,All India,Healthcare,Grant,55000,17,42,200000,General,Non-Binary,School,Online,Gov Assistance Scheme - 192,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10866,20,Non-Binary,New York,Urban,1015.51,Public Sector,,7,No,01-02-25,75,Pending,0,State,New York,Education & Learning,Grant,82000,12,40,200000,SC,Male,School,Online,Gov Assistance Scheme - 122,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10867,82,Female,California,Urban,598.68,Student,Secondary,3,Yes,09-12-25,55,Rejected,1200,State,California,Education & Learning,Direct Benefit Transfer,67000,18,77,800000,OBC,Male,Diploma,Online,Gov Assistance Scheme - 952,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10868,25,Male,California,Rural,2978.52,Private Sector,,4,No,15-12-25,36,Under Review,1200,State,California,Housing,Grant,66000,22,59,300000,ST,Male,School,Online+Offline,Gov Assistance Scheme - 935,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10869,45,Female,California,Rural,3644.21,Public Sector,,6,Yes,27-01-25,74,Rejected,0,Central,All India,Healthcare,Grant,60000,1,56,800000,SC,Male,Vocational,Online+Offline,Gov Assistance Scheme - 738,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10870,28,Male,Texas,Rural,3727.23,Private Sector,Primary,7,No,25-08-25,9,Rejected,0,Central,All India,Social Welfare,Direct Benefit Transfer,55000,18,72,300000,Any,Non-Binary,Diploma,Online,Gov Assistance Scheme - 137,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10871,69,Male,Illinois,Rural,4271.85,Unemployed,Secondary,6,Yes,07-06-25,92,Pending,0,State,Illinois,Social Welfare,Direct Benefit Transfer,92000,21,61,500000,Any,Any,PhD,Online+Offline,Gov Assistance Scheme - 142,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10872,20,Non-Binary,Texas,Rural,474.98,Student,Primary,5,Yes,16-02-25,72,Pending,0,Central,All India,Education & Learning,Stipend,34000,5,63,500000,Any,Female,PhD,Online,Gov Assistance Scheme - 465,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10873,47,Non-Binary,California,Rural,748.77,Self-Employed,Tertiary,5,No,12-11-25,31,Rejected,2500,State,California,Education & Learning,Direct Benefit Transfer,81000,14,73,800000,SC,Any,School,Online+Offline,Gov Assistance Scheme - 775,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10874,62,Male,Texas,Rural,3079.87,Private Sector,Secondary,7,Yes,17-08-25,0,Approved,500,Central,All India,Housing,Stipend,16000,18,59,500000,OBC,Non-Binary,UG,Online,Gov Assistance Scheme - 653,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
