application_id,age,gender,state,residence_type,income,employment_status,education_level,family_members,disability_status,application_date,eligibility_score,application_status,subsidy_amount,level,state_ut,schemecategory,benefit_type,benefit_amount_per_year,min_age,max_age,income_limit,social_category,gender_target,course_level,application_mode,scheme_name,details,documents_required,tags,eligible
GOV-10829,48,Female,New York,Rural,4656.05,Unemployed,Primary,1,No,09-05-25,49,Pending,0,State,New York,Social Welfare,Stipend,21000,16,74,500000,SC,Any,School,Offline,Gov Assistance Scheme - 668,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10133,48,Male,Texas,Rural,493.87,Student,Primary,8,Yes,30-03-25,15,Approved,500,Central,All India,Skill Development,Direct Benefit Transfer,82000,24,62,200000,Any,Male,Higher Secondary,Offline,Gov Assistance Scheme - 327,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11582,55,Non-Binary,California,Rural,1766.15,Self-Employed,Tertiary,7,No,27-03-25,39,Pending,0,State,California,Education & Learning,Direct Benefit Transfer,59000,21,40,200000,SC,Female,Diploma,Online+Offline,Gov Assistance Scheme - 853,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11725,55,Male,California,Rural,1488.37,Unemployed,,5,No,29-06-25,40,Rejected,2500,State,California,Social Welfare,Stipend,70000,14,67,200000,General,Non-Binary,PG,Offline,Gov Assistance Scheme - 571,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11365,62,Female,Florida,Rural,4907.88,Public Sector,Primary,3,Yes,16-02-25,71,Approved,2500,Central,All India,Agriculture,Direct Benefit Transfer,23000,23,76,800000,SC,Female,PG,Online,Gov Assistance Scheme - 278,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11808,31,Male,Texas,Rural,2365.24,Unemployed,,5,Yes,17-05-25,92,Under Review,0,State,Texas,Healthcare,Subsidy,50000,18,48,500000,SC,Male,Higher Secondary,Offline,Gov Assistance Scheme - 709,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11666,80,Male,California,Rural,1855.45,Private Sector,Secondary,2,No,13-12-25,53,Pending,1200,Central,All India,Housing,Subsidy,25000,1,67,800000,ST,Non-Binary,Vocational,Online+Offline,Gov Assistance Scheme - 440,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10886,18,Non-Binary,New York,Rural,923.6,Private Sector,Primary,2,Yes,10-07-25,62,Approved,2500,Central,All India,Agriculture,Stipend,51000,17,45,800000,SC,Female,Diploma,Online,Gov Assistance Scheme - 207,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11129,36,Non-Binary,New York,Urban,3271.09,Unemployed,Tertiary,8,Yes,20-02-25,15,Rejected,2500,Central,All India,Housing,Stipend,56000,6,80,200000,ST,Male,School,Online+Offline,Gov Assistance Scheme - 485,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11992,65,Male,New York,Rural,3604.25,Unemployed,Primary,2,No,03-04-25,0,Rejected,500,Central,All India,Agriculture,Direct Benefit Transfer,84000,21,35,800000,OBC,Female,School,Offline,Gov Assistance Scheme - 762,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10696,43,Female,Florida,Urban,4149.02,Public Sector,Tertiary,7,No,05-11-25,89,Approved,2500,Central,All India,Agriculture,Stipend,19000,3,54,800000,EWS,Female,UG,Online+Offline,Gov Assistance Scheme - 207,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11376,62,Female,Texas,Urban,3787.38,Unemployed,Secondary,1,No,10-07-25,42,Pending,1200,Central,All India,Agriculture,Scholarship,12000,15,39,500000,EWS,Non-Binary,UG,Offline,Gov Assistance Scheme - 696,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10439,70,Non-Binary,California,Urban,4024.14,Private Sector,Secondary,8,No,19-09-25,45,Pending,0,State,California,Social Welfare,Subsidy,38000,6,47,300000,EWS,Any,Diploma,Offline,Gov Assistance Scheme - 590,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11940,44,Female,New York,Rural,1377.03,Student,,3,No,21-06-25,43,Approved,1200,Central,All India,Agriculture,Scholarship,39000,21,48,300000,Any,Female,UG,Online,Gov Assistance Scheme - 128,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10703,40,Male,New York,Rural,752.41,Private Sector,,6,No,22-01-25,92,Pending,2500,State,New York,Agriculture,Scholarship,63000,9,64,200000,OBC,Female,PG,Online+Offline,Gov Assistance Scheme - 416,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10531,47,Non-Binary,Florida,Rural,4310.22,Unemployed,Primary,3,No,03-01-25,44,Approved,0,Central,All India,Healthcare,Stipend,33000,9,38,200000,ST,Non-Binary,PG,Online+Offline,Gov Assistance Scheme - 890,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10745,43,Male,Illinois,Rural,3842.46,Self-Employed,,3,No,21-08-25,52,Rejected,500,State,Illinois,Agriculture,Stipend,77000,21,63,300000,OBC,Non-Binary,School,Online+Offline,Gov Assistance Scheme - 929,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11634,64,Male,New York,Rural,470.87,Private Sector,Primary,4,No,12-07-25,48,Under Review,1200,Central,All India,Skill Development,Stipend,5000,10,80,200000,Any,Non-Binary,Higher Secondary,Offline,Gov Assistance Scheme - 516,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10582,37,Male,New York,Urban,1741.47,Student,,1,No,26-01-25,19,Approved,1200,State,New York,Healthcare,Stipend,32000,5,70,200000,SC,Female,UG,Offline,Gov Assistance Scheme - 907,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10587,29,Non-Binary,California,Rural,1489.44,Private Sector,Primary,5,No,27-04-25,78,Under Review,500,Central,All India,Healthcare,Grant,69000,20,48,500000,Any,Any,School,Offline,Gov Assistance Scheme - 673,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11658,80,Male,Texas,Urban,2943.66,Private Sector,Secondary,4,No,24-09-25,32,Under Review,500,Central,All India,Education & Learning,Stipend,94000,9,44,500000,SC,Male,Vocational,Offline,Gov Assistance Scheme - 105,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10535,24,Non-Binary,Florida,Rural,2367.54,Private Sector,Secondary,8,No,25-10-25,4,Approved,2500,Central,All India,Social Welfare,Direct Benefit Transfer,16000,9,70,300000,General,Non-Binary,School,Online+Offline,Gov Assistance Scheme - 254,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11193,76,Male,Texas,Urban,188.3,Public Sector,Primary,2,No,27-01-25,42,Under Review,0,Central,All India,Skill Development,Scholarship,99000,9,64,500000,General,Female,Diploma,Offline,Gov Assistance Scheme - 839,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11347,66,Non-Binary,Florida,Rural,2775.31,Private Sector,Secondary,1,Yes,13-02-25,93,Pending,1200,Central,All India,Housing,Grant,66000,25,56,200000,SC,Any,PhD,Offline,Gov Assistance Scheme - 404,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11688,58,Male,Illinois,Urban,1253.29,Student,,8,Yes,06-02-25,77,Approved,0,Central,All India,Social Welfare,Scholarship,81000,16,62,800000,EWS,Female,Higher Secondary,Offline,Gov Assistance Scheme - 734,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10380,27,Non-Binary,Texas,Rural,2912.97,Self-Employed,Tertiary,7,Yes,16-08-25,56,Rejected,500,State,Texas,Social Welfare,Scholarship,86000,25,60,300000,Any,Any,PhD,Offline,Gov Assistance Scheme - 229,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10818,71,Female,California,Rural,40.35,Private Sector,,3,No,18-11-25,80,Under Review,2500,Central,All India,Skill Development,Scholarship,25000,19,78,300000,OBC,Any,Diploma,Online,Gov Assistance Scheme - 778,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10584,64,Female,Florida,Rural,3458.02,Public Sector,,4,Yes,07-03-25,68,Approved,2500,Central,All India,Healthcare,Stipend,19000,0,49,200000,OBC,Female,UG,Online,Gov Assistance Scheme - 108,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10354,44,Non-Binary,Florida,Rural,95.68,Unemployed,Secondary,6,No,19-02-25,46,Approved,0,Central,All India,Housing,Subsidy,98000,21,76,800000,Any,Any,Vocational,Online,Gov Assistance Scheme - 527,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11559,45,Non-Binary,Illinois,Rural,820.19,Student,Primary,6,Yes,11-11-25,51,Approved,0,State,Illinois,Housing,Subsidy,77000,2,45,300000,OBC,Any,Higher Secondary,Online,Gov Assistance Scheme - 820,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11553,45,Female,Illinois,Rural,3036.97,Public Sector,,2,No,17-11-25,50,Under Review,0,Central,All India,Healthcare,Stipend,53000,25,65,300000,General,Any,School,Online+Offline,Gov Assistance Scheme - 749,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10626,79,Non-Binary,New York,Rural,3371.52,Unemployed,Tertiary,3,No,13-05-25,34,Pending,1200,Central,All India,Education & Learning,Scholarship,21000,18,75,200000,EWS,Female,Diploma,Online+Offline,Gov Assistance Scheme - 647,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10992,64,Male,New York,Rural,782.91,Self-Employed,,4,Yes,26-02-25,72,Rejected,500,State,New York,Agriculture,Grant,6000,15,72,800000,OBC,Non-Binary,UG,Online,Gov Assistance Scheme - 347,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10965,47,Male,Illinois,Rural,4166.2,Unemployed,,8,No,05-04-25,64,Under Review,500,State,Illinois,Social Welfare,Subsidy,22000,9,64,800000,Any,Non-Binary,UG,Offline,Gov Assistance Scheme - 454,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10897,61,Non-Binary,California,Urban,1172.52,Unemployed,Primary,6,No,17-07-25,96,Approved,0,State,California,Housing,Grant,82000,0,50,300000,General,Non-Binary,School,Online+Offline,Gov Assistance Scheme - 169,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10401,50,Female,New York,Rural,1064.99,Public Sector,,6,No,09-07-25,18,Rejected,0,State,New York,Housing,Stipend,18000,21,75,200000,OBC,Female,PhD,Offline,Gov Assistance Scheme - 281,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10176,50,Female,Texas,Urban,1003.66,Self-Employed,Primary,3,No,05-02-25,16,Rejected,1200,State,Texas,Healthcare,Subsidy,26000,14,51,200000,OBC,Any,UG,Online,Gov Assistance Scheme - 656,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10533,62,Male,Florida,Urban,1980.63,Self-Employed,,2,No,30-06-25,29,Pending,500,State,Florida,Education & Learning,Stipend,84000,7,71,500000,ST,Any,School,Offline,Gov Assistance Scheme - 293,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11494,42,Male,California,Urban,4357.13,Student,,1,No,01-05-25,44,Approved,500,Central,All India,Education & Learning,Subsidy,52000,25,73,500000,Any,Male,School,Offline,Gov Assistance Scheme - 750,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11720,55,Female,Texas,Rural,3541.84,Self-Employed,Tertiary,3,Yes,31-03-25,86,Rejected,0,Central,All India,Agriculture,Stipend,7000,5,50,500000,ST,Non-Binary,Vocational,Online,Gov Assistance Scheme - 740,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
